pokemonId,type,type2,baseAttack,baseDefense,baseStamina,pokedexHeightM,pokedexWeightKg,candyToEvolve,kmBuddyDistance,thirdMoveStardustToUnlock,thirdMoveCandyToUnlock,shadowPurificationStardustNeeded,shadowPurificationCandyNeeded,quickMoves,cinematicMoves,eliteQuickMove,eliteCinematicMove,megaId,megaAttack,megaDefense,megaStamina,megaHeightM,megaWeightKg,megaType1,megaType2,pokedexNumber,form
TRANQUILL,NORMAL,FLYING,144.0,107.0,158.0,0.6,15.0,25.0,1.0,10000.0,25.0,1000.0,1.0,"['AIR_SLASH_FAST', 'STEEL_WING_FAST']","['HEAT_WAVE', 'AERIAL_ACE', 'SKY_ATTACK']",,,,,,,,,,,0520,POKEMON_TRANQUILL
UNFEZANT,NORMAL,FLYING,226.0,146.0,190.0,1.2,29.0,25.0,1.0,10000.0,25.0,1000.0,1.0,"['AIR_SLASH_FAST', 'STEEL_WING_FAST']","['HEAT_WAVE', 'HYPER_BEAM', 'SKY_ATTACK']",,,,,,,,,,,0521,POKEMON_UNFEZANT
BLITZLE,ELECTRIC,,118.0,64.0,128.0,0.8,29.8,25.0,3.0,50000.0,50.0,3000.0,3.0,"['QUICK_ATTACK_FAST', 'SPARK_FAST']","['FLAME_CHARGE', 'DISCHARGE', 'THUNDERBOLT']",,,,,,,,,,,0522,POKEMON_BLITZLE
ZEBSTRIKA,ELECTRIC,,211.0,136.0,181.0,1.6,79.5,25.0,3.0,50000.0,50.0,3000.0,3.0,"['LOW_KICK_FAST', 'SPARK_FAST']","['FLAME_CHARGE', 'DISCHARGE', 'WILD_CHARGE']",,,,,,,,,,,0523,POKEMON_ZEBSTRIKA
ROGGENROLA,ROCK,,121.0,110.0,146.0,0.4,18.0,25.0,3.0,50000.0,50.0,3000.0,3.0,"['TACKLE_FAST', 'SMACK_DOWN_FAST']","['BULLDOZE', 'ROCK_BLAST', 'STONE_EDGE']",,,,,,,,,,,0524,POKEMON_ROGGENROLA
BOLDORE,ROCK,,174.0,143.0,172.0,0.9,102.0,25.0,3.0,50000.0,50.0,3000.0,3.0,"['MUD_SLAP_FAST', 'SMACK_DOWN_FAST']","['ROCK_SLIDE', 'BULLDOZE', 'STONE_EDGE']",,,,,,,,,,,0525,POKEMON_BOLDORE
GIGALITH,ROCK,,226.0,201.0,198.0,1.7,260.0,25.0,3.0,50000.0,50.0,3000.0,3.0,"['MUD_SLAP_FAST', 'SMACK_DOWN_FAST']","['ROCK_SLIDE', 'SOLAR_BEAM', 'SUPER_POWER', 'HEAVY_SLAM']",,['METEOR_BEAM'],,,,,,,,,0526,POKEMON_GIGALITH
WOOBAT,PSYCHIC,FLYING,107.0,85.0,163.0,0.4,2.1,25.0,1.0,10000.0,25.0,,,"['CONFUSION_FAST', 'AIR_SLASH_FAST']","['AIR_CUTTER', 'AERIAL_ACE', 'PSYSHOCK']",,,,,,,,,,,0527,POKEMON_WOOBAT
SWOOBAT,PSYCHIC,FLYING,161.0,119.0,167.0,0.9,10.5,25.0,1.0,10000.0,25.0,,,"['CONFUSION_FAST', 'AIR_SLASH_FAST']","['PSYCHIC', 'AERIAL_ACE', 'FUTURESIGHT', 'PSYCHIC_FANGS', 'FLY']",,,,,,,,,,,0528,POKEMON_SWOOBAT
DRILBUR,GROUND,,154.0,85.0,155.0,0.3,8.5,25.0,3.0,50000.0,50.0,3000.0,3.0,"['SCRATCH_FAST', 'MUD_SLAP_FAST']","['ROCK_TOMB', 'DIG', 'DRILL_RUN']",,,,,,,,,,,0529,POKEMON_DRILBUR
EXCADRILL,GROUND,STEEL,255.0,129.0,242.0,0.7,40.4,25.0,3.0,50000.0,50.0,3000.0,3.0,"['METAL_CLAW_FAST', 'MUD_SLAP_FAST', 'MUD_SHOT_FAST']","['ROCK_SLIDE', 'EARTHQUAKE', 'DRILL_RUN', 'IRON_HEAD', 'SCORCHING_SANDS']",,,,,,,,,,,0530,POKEMON_EXCADRILL
AUDINO,NORMAL,,114.0,163.0,230.0,1.1,31.0,25.0,3.0,50000.0,50.0,,,"['POUND_FAST', 'ZEN_HEADBUTT_FAST']","['DISARMING_VOICE', 'DAZZLING_GLEAM', 'HYPER_BEAM']",,,,,,,,,,,0531,POKEMON_AUDINO
TIMBURR,FIGHTING,,134.0,87.0,181.0,0.6,12.5,25.0,5.0,75000.0,75.0,3000.0,3.0,"['LOW_KICK_FAST', 'POUND_FAST']","['LOW_SWEEP', 'BRICK_BREAK', 'ROCK_TOMB']",,,,,,,,,,,0532,POKEMON_TIMBURR
GURDURR,FIGHTING,,180.0,134.0,198.0,1.2,40.0,25.0,5.0,75000.0,75.0,3000.0,3.0,"['LOW_KICK_FAST', 'POISON_JAB_FAST']","['LOW_SWEEP', 'BRICK_BREAK', 'STONE_EDGE']",,,,,,,,,,,0533,POKEMON_GURDURR
CONKELDURR,FIGHTING,,243.0,158.0,233.0,1.4,87.0,25.0,5.0,75000.0,75.0,3000.0,3.0,"['COUNTER_FAST', 'POISON_JAB_FAST']","['DYNAMIC_PUNCH', 'FOCUS_BLAST', 'STONE_EDGE']",,['BRUTAL_SWING'],,,,,,,,,0534,POKEMON_CONKELDURR
TYMPOLE,WATER,,98.0,78.0,137.0,0.5,4.5,25.0,3.0,50000.0,50.0,,,"['MUD_SHOT_FAST', 'BUBBLE_FAST']","['WATER_PULSE', 'MUD_BOMB', 'SLUDGE_WAVE']",,,,,,,,,,,0535,POKEMON_TYMPOLE
PALPITOAD,WATER,GROUND,128.0,109.0,181.0,0.8,17.0,25.0,3.0,50000.0,50.0,,,"['MUD_SHOT_FAST', 'BUBBLE_FAST']","['WATER_PULSE', 'EARTH_POWER', 'SLUDGE_WAVE']",,,,,,,,,,,0536,POKEMON_PALPITOAD
SEISMITOAD,WATER,GROUND,188.0,150.0,233.0,1.5,62.0,25.0,3.0,50000.0,50.0,,,"['MUD_SHOT_FAST', 'BUBBLE_FAST']","['MUDDY_WATER', 'EARTH_POWER', 'SLUDGE_BOMB']",,,,,,,,,,,0537,POKEMON_SEISMITOAD
THROH,FIGHTING,,172.0,160.0,260.0,1.3,55.5,25.0,5.0,75000.0,75.0,5000.0,1.0,"['LOW_KICK_FAST', 'ZEN_HEADBUTT_FAST']","['FOCUS_BLAST', 'LOW_SWEEP', 'BODY_SLAM', 'BRICK_BREAK']",,,,,,,,,,,0538,POKEMON_THROH
SAWK,FIGHTING,,231.0,153.0,181.0,1.4,51.0,25.0,5.0,75000.0,75.0,5000.0,1.0,"['LOW_KICK_FAST', 'POISON_JAB_FAST']","['FOCUS_BLAST', 'LOW_SWEEP', 'BODY_SLAM', 'BRICK_BREAK']",,,,,,,,,,,0539,POKEMON_SAWK
SEWADDLE,BUG,GRASS,96.0,124.0,128.0,0.3,2.5,25.0,1.0,10000.0,25.0,,,"['STRUGGLE_BUG_FAST', 'BUG_BITE_FAST']","['ENERGY_BALL', 'SEED_BOMB', 'SILVER_WIND']",,,,,,,,,,,0540,POKEMON_SEWADDLE
SWADLOON,BUG,GRASS,115.0,162.0,146.0,0.5,7.3,25.0,1.0,10000.0,25.0,,,"['STRUGGLE_BUG_FAST', 'BUG_BITE_FAST']","['ENERGY_BALL', 'BUG_BUZZ', 'SILVER_WIND']",,,,,,,,,,,0541,POKEMON_SWADLOON
LEAVANNY,BUG,GRASS,205.0,165.0,181.0,1.2,20.5,25.0,1.0,10000.0,25.0,,,"['RAZOR_LEAF_FAST', 'BUG_BITE_FAST']","['LEAF_BLADE', 'X_SCISSOR', 'SILVER_WIND', 'LEAF_STORM']",['SHADOW_CLAW_FAST'],,,,,,,,,,0542,POKEMON_LEAVANNY
VENIPEDE,BUG,POISON,83.0,99.0,102.0,0.4,5.3,25.0,1.0,10000.0,25.0,3000.0,3.0,"['BUG_BITE_FAST', 'POISON_STING_FAST']","['SIGNAL_BEAM', 'SLUDGE_BOMB', 'GYRO_BALL']",,,,,,,,,,,0543,POKEMON_VENIPEDE
WHIRLIPEDE,BUG,POISON,100.0,173.0,120.0,1.2,58.5,25.0,1.0,10000.0,25.0,3000.0,3.0,"['BUG_BITE_FAST', 'POISON_STING_FAST']","['SIGNAL_BEAM', 'SLUDGE_BOMB', 'GYRO_BALL']",,,,,,,,,,,0544,POKEMON_WHIRLIPEDE
SCOLIPEDE,BUG,POISON,203.0,175.0,155.0,2.5,200.5,25.0,1.0,10000.0,25.0,3000.0,3.0,"['BUG_BITE_FAST', 'POISON_JAB_FAST']","['MEGAHORN', 'SLUDGE_BOMB', 'GYRO_BALL', 'X_SCISSOR']",,,,,,,,,,,0545,POKEMON_SCOLIPEDE
COTTONEE,GRASS,FAIRY,71.0,111.0,120.0,0.3,0.6,25.0,1.0,10000.0,25.0,,,"['CHARM_FAST', 'RAZOR_LEAF_FAST']","['ENERGY_BALL', 'SEED_BOMB', 'GRASS_KNOT']",,,,,,,,,,,0546,POKEMON_COTTONEE
WHIMSICOTT,GRASS,FAIRY,164.0,176.0,155.0,0.7,6.6,25.0,1.0,10000.0,25.0,,,"['CHARM_FAST', 'RAZOR_LEAF_FAST', 'FAIRY_WIND_FAST']","['GRASS_KNOT', 'HURRICANE', 'MOONBLAST', 'SEED_BOMB']",,,,,,,,,,,0547,POKEMON_WHIMSICOTT
PETILIL,GRASS,,119.0,91.0,128.0,0.5,6.6,25.0,1.0,10000.0,25.0,,,"['CHARM_FAST', 'HIDDEN_POWER_FAST']","['ENERGY_BALL', 'SEED_BOMB']",,,,,,,,,,,0548,POKEMON_PETILIL
LILLIGANT,GRASS,,214.0,155.0,172.0,1.1,16.3,25.0,1.0,10000.0,25.0,,,"['CHARM_FAST', 'HIDDEN_POWER_FAST', 'MAGICAL_LEAF_FAST']","['PETAL_BLIZZARD', 'HYPER_BEAM', 'SOLAR_BEAM']",,,,,,,,,,,0549,POKEMON_LILLIGANT
BASCULIN,WATER,,189.0,129.0,172.0,1.0,18.0,25.0,1.0,10000.0,25.0,,,"['TACKLE_FAST', 'WATER_GUN_FAST']","['AQUA_JET', 'AQUA_TAIL', 'MUDDY_WATER']",,,,,,,,,,,0550,POKEMON_BASCULIN
SANDILE,GROUND,DARK,132.0,69.0,137.0,0.7,15.2,25.0,5.0,75000.0,75.0,,,"['BITE_FAST', 'MUD_SLAP_FAST']","['DIG', 'CRUNCH', 'BULLDOZE']",,,,,,,,,,,0551,POKEMON_SANDILE
KROKOROK,GROUND,DARK,155.0,90.0,155.0,1.0,33.4,25.0,5.0,75000.0,75.0,,,"['BITE_FAST', 'MUD_SLAP_FAST']","['EARTHQUAKE', 'CRUNCH', 'BULLDOZE']",,,,,,,,,,,0552,POKEMON_KROKOROK
KROOKODILE,GROUND,DARK,229.0,158.0,216.0,1.5,96.3,25.0,5.0,75000.0,75.0,,,"['SNARL_FAST', 'MUD_SLAP_FAST']","['EARTHQUAKE', 'CRUNCH', 'OUTRAGE', 'BRICK_BREAK']",,,,,,,,,,,0553,POKEMON_KROOKODILE
DARUMAKA,FIRE,,153.0,86.0,172.0,0.6,37.5,25.0,3.0,50000.0,50.0,3000.0,3.0,"['TACKLE_FAST', 'FIRE_FANG_FAST']","['FIRE_PUNCH', 'FLAME_CHARGE']",,,,,,,,,,,0554,POKEMON_DARUMAKA
DARUMAKA,ICE,,153.0,86.0,172.0,0.7,40.0,25.0,3.0,50000.0,50.0,3000.0,3.0,"['TACKLE_FAST', 'ICE_FANG_FAST']","['ICE_PUNCH', 'ICE_BEAM']",,,,,,,,,,,0554,POKEMON_DARUMAKA_GALARIAN
DARMANITAN,FIRE,,263.0,114.0,233.0,1.3,92.9,25.0,3.0,50000.0,50.0,3000.0,3.0,"['TACKLE_FAST', 'FIRE_FANG_FAST', 'INCINERATE_FAST']","['OVERHEAT', 'FOCUS_BLAST', 'PSYCHIC', 'ROCK_SLIDE']",,,,,,,,,,,0555,POKEMON_DARMANITAN
DARMANITAN,ICE,,263.0,114.0,233.0,1.7,120.0,,3.0,50000.0,50.0,3000.0,3.0,"['TACKLE_FAST', 'ICE_FANG_FAST']","['OVERHEAT', 'AVALANCHE', 'SUPER_POWER', 'ICE_PUNCH']",,,,,,,,,,,0555,POKEMON_DARMANITAN_GALARIAN_STANDARD
DARMANITAN,ICE,FIRE,323.0,123.0,233.0,1.7,120.0,,3.0,50000.0,50.0,3000.0,3.0,"['TACKLE_FAST', 'ICE_FANG_FAST']","['OVERHEAT', 'AVALANCHE', 'SUPER_POWER', 'ICE_PUNCH']",,,,,,,,,,,0555,POKEMON_DARMANITAN_GALARIAN_ZEN
DARMANITAN,FIRE,PSYCHIC,243.0,202.0,233.0,1.3,92.9,25.0,3.0,50000.0,50.0,3000.0,3.0,"['TACKLE_FAST', 'FIRE_FANG_FAST', 'INCINERATE_FAST']","['OVERHEAT', 'FOCUS_BLAST', 'PSYCHIC', 'ROCK_SLIDE']",,,,,,,,,,,0555,POKEMON_DARMANITAN_ZEN
MARACTUS,GRASS,,201.0,130.0,181.0,1.0,28.0,25.0,1.0,10000.0,25.0,,,"['BULLET_SEED_FAST', 'POISON_JAB_FAST']","['AERIAL_ACE', 'PETAL_BLIZZARD', 'SOLAR_BEAM']",,,,,,,,,,,0556,POKEMON_MARACTUS
DWEBBLE,BUG,ROCK,118.0,128.0,137.0,0.3,14.5,25.0,1.0,10000.0,25.0,1000.0,1.0,"['CUT_FAST', 'SMACK_DOWN_FAST']","['ROCK_BLAST', 'X_SCISSOR', 'ROCK_TOMB']",,,,,,,,,,,0557,POKEMON_DWEBBLE
CRUSTLE,BUG,ROCK,188.0,200.0,172.0,1.4,200.0,25.0,1.0,10000.0,25.0,1000.0,1.0,"['FURY_CUTTER_FAST', 'SMACK_DOWN_FAST']","['ROCK_BLAST', 'X_SCISSOR', 'ROCK_SLIDE']",,,,,,,,,,,0558,POKEMON_CRUSTLE
SCRAGGY,DARK,FIGHTING,132.0,132.0,137.0,0.6,11.8,25.0,3.0,50000.0,50.0,,,"['ROCK_SMASH_FAST', 'FEINT_ATTACK_FAST']","['ACID_SPRAY', 'BRICK_BREAK', 'FOUL_PLAY', 'THUNDER_PUNCH']",,,,,,,,,,,0559,POKEMON_SCRAGGY
SCRAFTY,DARK,FIGHTING,163.0,222.0,163.0,1.1,30.0,25.0,3.0,50000.0,50.0,,,"['COUNTER_FAST', 'SNARL_FAST']","['ACID_SPRAY', 'POWER_UP_PUNCH', 'FOUL_PLAY', 'THUNDER_PUNCH']",,,,,,,,,,,0560,POKEMON_SCRAFTY
SIGILYPH,PSYCHIC,FLYING,204.0,167.0,176.0,1.4,14.0,25.0,5.0,75000.0,75.0,,,"['AIR_SLASH_FAST', 'ZEN_HEADBUTT_FAST']","['AIR_CUTTER', 'PSYBEAM', 'ANCIENT_POWER', 'SIGNAL_BEAM']",,,,,,,,,,,0561,POKEMON_SIGILYPH
YAMASK,GHOST,,95.0,141.0,116.0,0.5,1.5,25.0,3.0,50000.0,50.0,3000.0,3.0,"['ASTONISH_FAST', 'ZEN_HEADBUTT_FAST']","['SHADOW_BALL', 'DARK_PULSE', 'OMINOUS_WIND']",,,,,,,,,,,0562,POKEMON_YAMASK
YAMASK,GROUND,GHOST,95.0,141.0,116.0,0.5,1.5,25.0,3.0,50000.0,50.0,3000.0,3.0,['ASTONISH_FAST'],"['NIGHT_SHADE', 'ROCK_TOMB']",,,,,,,,,,,0562,POKEMON_YAMASK_GALARIAN
COFAGRIGUS,GHOST,,163.0,237.0,151.0,1.7,76.5,25.0,3.0,50000.0,50.0,3000.0,3.0,"['ASTONISH_FAST', 'ZEN_HEADBUTT_FAST', 'SHADOW_CLAW_FAST']","['SHADOW_BALL', 'DARK_PULSE', 'PSYCHIC']",,,,,,,,,,,0563,POKEMON_COFAGRIGUS
TIRTOUGA,WATER,ROCK,134.0,146.0,144.0,0.7,16.5,25.0,5.0,75000.0,75.0,3000.0,3.0,"['WATER_GUN_FAST', 'BITE_FAST']","['SURF', 'ANCIENT_POWER', 'BODY_SLAM']",,,,,,,,,,,0564,POKEMON_TIRTOUGA
CARRACOSTA,WATER,ROCK,192.0,197.0,179.0,1.2,81.0,25.0,5.0,75000.0,75.0,3000.0,3.0,"['WATER_GUN_FAST', 'ROCK_THROW_FAST']","['SURF', 'ANCIENT_POWER', 'BODY_SLAM', 'LIQUIDATION']",,,,,,,,,,,0565,POKEMON_CARRACOSTA
ARCHEN,ROCK,FLYING,213.0,89.0,146.0,0.5,9.5,25.0,5.0,75000.0,75.0,3000.0,3.0,"['QUICK_ATTACK_FAST', 'WING_ATTACK_FAST']","['DRAGON_CLAW', 'ANCIENT_POWER', 'CRUNCH']",,,,,,,,,,,0566,POKEMON_ARCHEN
ARCHEOPS,ROCK,FLYING,292.0,139.0,181.0,1.4,32.0,25.0,5.0,75000.0,75.0,3000.0,3.0,"['STEEL_WING_FAST', 'WING_ATTACK_FAST']","['DRAGON_CLAW', 'ANCIENT_POWER', 'CRUNCH']",,,,,,,,,,,0567,POKEMON_ARCHEOPS
TRUBBISH,POISON,,96.0,122.0,137.0,0.6,31.0,25.0,3.0,50000.0,50.0,,,"['POUND_FAST', 'TAKE_DOWN_FAST']","['GUNK_SHOT', 'SEED_BOMB', 'GUNK_SHOT']",,,,,,,,,,,0568,POKEMON_TRUBBISH
GARBODOR,POISON,,181.0,164.0,190.0,1.9,107.3,25.0,3.0,50000.0,50.0,,,"['INFESTATION_FAST', 'TAKE_DOWN_FAST']","['ACID_SPRAY', 'SEED_BOMB', 'GUNK_SHOT', 'BODY_SLAM']",,,,,,,,,,,0569,POKEMON_GARBODOR
ZORUA,DARK,,153.0,78.0,120.0,0.7,12.5,25.0,5.0,75000.0,75.0,,,"['SCRATCH_FAST', 'FEINT_ATTACK_FAST']","['FOUL_PLAY', 'AERIAL_ACE', 'DARK_PULSE', 'NIGHT_SHADE']",,,,,,,,,,,0570,POKEMON_ZORUA
ZOROARK,DARK,,250.0,127.0,155.0,1.6,81.1,25.0,5.0,75000.0,75.0,,,"['SHADOW_CLAW_FAST', 'SNARL_FAST']","['FOUL_PLAY', 'SLUDGE_BOMB', 'FLAMETHROWER', 'NIGHT_SHADE']",,,,,,,,,,,0571,POKEMON_ZOROARK
MINCCINO,NORMAL,,98.0,80.0,146.0,0.4,5.8,25.0,3.0,50000.0,50.0,,,"['POUND_FAST', 'CHARM_FAST']","['SWIFT', 'THUNDERBOLT', 'AQUA_TAIL']",,,,,,,,,,,0572,POKEMON_MINCCINO
CINCCINO,NORMAL,,198.0,130.0,181.0,0.5,7.5,25.0,3.0,50000.0,50.0,,,"['POUND_FAST', 'CHARM_FAST']","['HYPER_BEAM', 'THUNDERBOLT', 'AQUA_TAIL']",,,,,,,,,,,0573,POKEMON_CINCCINO
GOTHITA,PSYCHIC,,98.0,112.0,128.0,0.4,5.8,25.0,3.0,50000.0,50.0,3000.0,3.0,"['POUND_FAST', 'CONFUSION_FAST']","['PSYBEAM', 'PSYSHOCK', 'PSYCHIC']",,,,,,,,,,,0574,POKEMON_GOTHITA
GOTHORITA,PSYCHIC,,137.0,153.0,155.0,0.7,18.0,25.0,3.0,50000.0,50.0,3000.0,3.0,"['POUND_FAST', 'CONFUSION_FAST']","['PSYBEAM', 'FUTURESIGHT', 'PSYCHIC']",,,,,,,,,,,0575,POKEMON_GOTHORITA
GOTHITELLE,PSYCHIC,,176.0,205.0,172.0,1.5,44.0,25.0,3.0,50000.0,50.0,3000.0,3.0,"['CHARM_FAST', 'CONFUSION_FAST']","['ROCK_SLIDE', 'FUTURESIGHT', 'PSYCHIC']",,,,,,,,,,,0576,POKEMON_GOTHITELLE
SOLOSIS,PSYCHIC,,170.0,83.0,128.0,0.3,1.0,25.0,3.0,50000.0,50.0,3000.0,3.0,"['HIDDEN_POWER_FAST', 'ZEN_HEADBUTT_FAST']","['PSYSHOCK', 'NIGHT_SHADE', 'THUNDER']",,,,,,,,,,,0577,POKEMON_SOLOSIS
DUOSION,PSYCHIC,,208.0,103.0,163.0,0.6,8.0,25.0,3.0,50000.0,50.0,3000.0,3.0,"['HIDDEN_POWER_FAST', 'ZEN_HEADBUTT_FAST']","['PSYSHOCK', 'NIGHT_SHADE', 'THUNDER']",,,,,,,,,,,0578,POKEMON_DUOSION
REUNICLUS,PSYCHIC,,214.0,148.0,242.0,1.0,20.1,25.0,3.0,50000.0,50.0,3000.0,3.0,"['HIDDEN_POWER_FAST', 'ZEN_HEADBUTT_FAST']","['FUTURESIGHT', 'SHADOW_BALL', 'THUNDER']",,,,,,,,,,,0579,POKEMON_REUNICLUS
DUCKLETT,WATER,FLYING,84.0,96.0,158.0,0.5,5.5,25.0,3.0,50000.0,50.0,1000.0,1.0,"['WATER_GUN_FAST', 'WING_ATTACK_FAST']","['AERIAL_ACE', 'BUBBLE_BEAM', 'BRAVE_BIRD']",,,,,,,,,,,0580,POKEMON_DUCKLETT
SWANNA,WATER,FLYING,182.0,132.0,181.0,1.3,24.2,25.0,3.0,50000.0,50.0,1000.0,1.0,"['WATER_GUN_FAST', 'AIR_SLASH_FAST']","['ICE_BEAM', 'BUBBLE_BEAM', 'HURRICANE', 'FLY']",,,,,,,,,,,0581,POKEMON_SWANNA
VANILLITE,ICE,,118.0,106.0,113.0,0.4,5.7,25.0,3.0,50000.0,50.0,,,"['POWDER_SNOW_FAST', 'ASTONISH_FAST']","['ICY_WIND', 'ICE_BEAM', 'SIGNAL_BEAM']",,,,,,,,,,,0582,POKEMON_VANILLITE
VANILLISH,ICE,,151.0,138.0,139.0,1.1,41.0,25.0,3.0,50000.0,50.0,,,"['FROST_BREATH_FAST', 'ASTONISH_FAST']","['ICY_WIND', 'ICE_BEAM', 'SIGNAL_BEAM']",,,,,,,,,,,0583,POKEMON_VANILLISH
VANILLUXE,ICE,,218.0,184.0,174.0,1.3,57.5,25.0,3.0,50000.0,50.0,,,"['FROST_BREATH_FAST', 'ASTONISH_FAST']","['BLIZZARD', 'FLASH_CANNON', 'SIGNAL_BEAM']",,,,,,,,,,,0584,POKEMON_VANILLUXE
DEERLING,NORMAL,GRASS,115.0,100.0,155.0,0.6,19.5,25.0,3.0,50000.0,50.0,,,"['TACKLE_FAST', 'TAKE_DOWN_FAST']","['ENERGY_BALL', 'SEED_BOMB', 'WILD_CHARGE', 'TRAILBLAZE']",,,,,,,,,,,0585,POKEMON_DEERLING
SAWSBUCK,NORMAL,GRASS,198.0,146.0,190.0,1.9,92.5,25.0,3.0,50000.0,50.0,,,"['FEINT_ATTACK_FAST', 'TAKE_DOWN_FAST']","['MEGAHORN', 'SOLAR_BEAM', 'WILD_CHARGE', 'HYPER_BEAM', 'TRAILBLAZE']",,,,,,,,,,,0586,POKEMON_SAWSBUCK
EMOLGA,ELECTRIC,FLYING,158.0,127.0,146.0,0.4,5.0,25.0,1.0,10000.0,25.0,,,"['THUNDER_SHOCK_FAST', 'QUICK_ATTACK_FAST']","['DISCHARGE', 'AERIAL_ACE', 'THUNDERBOLT', 'ACROBATICS']",,,,,,,,,,,0587,POKEMON_EMOLGA
KARRABLAST,BUG,,137.0,87.0,137.0,0.5,5.9,25.0,3.0,50000.0,50.0,3000.0,3.0,"['PECK_FAST', 'FURY_CUTTER_FAST']","['SIGNAL_BEAM', 'X_SCISSOR', 'DRILL_RUN', 'AERIAL_ACE']",,,,,,,,,,,0588,POKEMON_KARRABLAST
ESCAVALIER,BUG,STEEL,223.0,187.0,172.0,1.0,33.0,25.0,3.0,50000.0,50.0,3000.0,3.0,"['COUNTER_FAST', 'BUG_BITE_FAST']","['MEGAHORN', 'ACID_SPRAY', 'DRILL_RUN', 'AERIAL_ACE']",,,,,,,,,,,0589,POKEMON_ESCAVALIER
FOONGUS,GRASS,POISON,97.0,91.0,170.0,0.2,1.0,25.0,3.0,50000.0,50.0,1000.0,1.0,"['ASTONISH_FAST', 'FEINT_ATTACK_FAST']","['ENERGY_BALL', 'BODY_SLAM', 'GRASS_KNOT']",,,,,,,,,,,0590,POKEMON_FOONGUS
AMOONGUSS,GRASS,POISON,155.0,139.0,249.0,0.6,10.5,25.0,3.0,50000.0,50.0,1000.0,1.0,"['ASTONISH_FAST', 'FEINT_ATTACK_FAST']","['FOUL_PLAY', 'SLUDGE_BOMB', 'GRASS_KNOT']",,,,,,,,,,,0591,POKEMON_AMOONGUSS
FRILLISH,WATER,GHOST,115.0,134.0,146.0,1.2,33.0,25.0,3.0,50000.0,50.0,,,"['BUBBLE_FAST', 'HEX_FAST']","['NIGHT_SHADE', 'ICE_BEAM', 'OMINOUS_WIND']",,,,,,,,,,,0592,POKEMON_FRILLISH
JELLICENT,WATER,GHOST,159.0,178.0,225.0,2.2,135.0,25.0,3.0,50000.0,50.0,,,"['BUBBLE_FAST', 'HEX_FAST']","['SHADOW_BALL', 'ICE_BEAM', 'BUBBLE_BEAM', 'SURF']",,,,,,,,,,,0593,POKEMON_JELLICENT
ALOMOMOLA,WATER,,138.0,131.0,338.0,1.2,31.6,25.0,5.0,75000.0,75.0,,,"['WATERFALL_FAST', 'HIDDEN_POWER_FAST']","['HYDRO_PUMP', 'BLIZZARD', 'PSYCHIC']",,,,,,,,,,,0594,POKEMON_ALOMOMOLA
JOLTIK,BUG,ELECTRIC,110.0,98.0,137.0,0.1,0.6,25.0,3.0,50000.0,50.0,3000.0,3.0,"['CHARGE_BEAM_FAST', 'SUCKER_PUNCH_FAST']","['CROSS_POISON', 'BUG_BUZZ', 'DISCHARGE']",,,,,,,,,,,0595,POKEMON_JOLTIK
GALVANTULA,BUG,ELECTRIC,201.0,128.0,172.0,0.8,14.3,25.0,3.0,50000.0,50.0,3000.0,3.0,"['VOLT_SWITCH_FAST', 'FURY_CUTTER_FAST']","['CROSS_POISON', 'BUG_BUZZ', 'DISCHARGE', 'ENERGY_BALL', 'LUNGE']",,,,,,,,,,,0596,POKEMON_GALVANTULA
FERROSEED,GRASS,STEEL,82.0,155.0,127.0,0.6,18.8,25.0,3.0,75000.0,75.0,3000.0,3.0,"['TACKLE_FAST', 'METAL_CLAW_FAST']","['GYRO_BALL', 'FLASH_CANNON', 'IRON_HEAD']",,,,,,,,,,,0597,POKEMON_FERROSEED
FERROTHORN,GRASS,STEEL,158.0,223.0,179.0,1.0,110.0,25.0,3.0,75000.0,75.0,3000.0,3.0,"['BULLET_SEED_FAST', 'METAL_CLAW_FAST']","['POWER_WHIP', 'FLASH_CANNON', 'ACID_SPRAY', 'THUNDER', 'MIRROR_SHOT']",,,,,,,,,,,0598,POKEMON_FERROTHORN
KLINK,STEEL,,98.0,121.0,120.0,0.3,21.0,25.0,5.0,75000.0,75.0,,,"['VOLT_SWITCH_FAST', 'CHARGE_BEAM_FAST', 'METAL_SOUND_FAST']","['VICE_GRIP', 'DISCHARGE', 'ZAP_CANNON']",,,,,,,,,,,0599,POKEMON_KLINK
KLANG,STEEL,,150.0,174.0,155.0,0.6,51.0,25.0,5.0,75000.0,75.0,,,"['THUNDER_SHOCK_FAST', 'CHARGE_BEAM_FAST', 'METAL_SOUND_FAST']","['VICE_GRIP', 'THUNDERBOLT', 'ZAP_CANNON']",,,,,,,,,,,0600,POKEMON_KLANG
KLINKLANG,STEEL,,199.0,214.0,155.0,0.6,81.0,25.0,5.0,75000.0,75.0,,,"['THUNDER_SHOCK_FAST', 'CHARGE_BEAM_FAST', 'METAL_SOUND_FAST']","['HYPER_BEAM', 'FLASH_CANNON', 'ZAP_CANNON', 'MIRROR_SHOT']",,,,,,,,,,,0601,POKEMON_KLINKLANG
TYNAMO,ELECTRIC,,105.0,78.0,111.0,0.2,0.3,25.0,1.0,10000.0,25.0,,,"['TACKLE_FAST', 'SPARK_FAST']",['STRUGGLE'],,,,,,,,,,,0602,POKEMON_TYNAMO
